ScheduleId,LeadId,TaskTypeId,ScheduleTitle,ScheduledDate,TaskStatusId,AssignedAgentId,IsFollowUp,Notes,CreatedBy,CreatedOn
708,968,1,Task for Lead 968,2025-09-27 22:38:49.019389,2,43,0,Priority: Low,SYSTEM,2025-09-26 22:38:49.019389
709,1111,3,Task for Lead 1111,2025-08-24 17:38:49.019576,4,36,0,Priority: Low,SYSTEM,2025-08-23 17:38:49.019576
710,75,4,Task for Lead 75,2025-10-20 23:38:49.019808,1,47,0,Priority: Medium,SYSTEM,2025-10-19 23:38:49.019808
711,996,5,Task for Lead 996,2025-09-19 18:38:49.020004,4,28,1,Priority: Low,SYSTEM,2025-09-18 18:38:49.020004
712,146,3,Task for Lead 146,2025-10-11 23:38:49.020192,1,23,0,Priority: Medium,SYSTEM,2025-10-10 23:38:49.020192
713,169,1,Task for Lead 169,2025-10-05 01:38:49.020387,1,36,1,Priority: Medium,SYSTEM,2025-10-04 01:38:49.020387
714,948,5,Task for Lead 948,2025-08-24 20:38:49.020570,3,39,1,Priority: Medium,SYSTEM,2025-08-23 20:38:49.020570
715,814,1,Task for Lead 814,2025-09-05 17:38:49.020802,4,35,0,Priority: Low,SYSTEM,2025-09-04 17:38:49.020802
716,142,2,Task for Lead 142,2025-09-30 03:38:49.020994,2,35,1,Priority: High,SYSTEM,2025-09-29 03:38:49.020994
717,1006,2,Task for Lead 1006,2025-09-19 20:38:49.021178,3,26,0,Priority: High,SYSTEM,2025-09-18 20:38:49.021178
718,388,4,Task for Lead 388,2025-09-08 00:38:49.021399,4,47,0,Priority: Low,SYSTEM,2025-09-07 00:38:49.021399
719,837,3,Task for Lead 837,2025-09-06 21:38:49.021584,4,53,1,Priority: High,SYSTEM,2025-09-05 21:38:49.021584
720,353,4,Task for Lead 353,2025-09-14 20:38:49.021815,3,49,1,Priority: Medium,SYSTEM,2025-09-13 20:38:49.021815
721,222,3,Task for Lead 222,2025-10-05 20:38:49.022011,1,22,1,Priority: Low,SYSTEM,2025-10-04 20:38:49.022011
722,1212,2,Task for Lead 1212,2025-10-02 02:38:49.022196,1,49,0,Priority: Medium,SYSTEM,2025-10-01 02:38:49.022196
723,287,5,Task for Lead 287,2025-10-05 22:38:49.022391,2,28,0,Priority: Low,SYSTEM,2025-10-04 22:38:49.022391
724,846,5,Task for Lead 846,2025-08-31 21:38:49.022574,4,26,0,Priority: Medium,SYSTEM,2025-08-30 21:38:49.022574
725,247,5,Task for Lead 247,2025-09-30 21:38:49.022802,2,27,0,Priority: Low,SYSTEM,2025-09-29 21:38:49.022802
726,924,3,Task for Lead 924,2025-10-20 22:38:49.022994,1,16,0,Priority: Medium,SYSTEM,2025-10-19 22:38:49.022994
727,1153,3,Task for Lead 1153,2025-10-12 02:38:49.023265,2,46,0,Priority: Medium,SYSTEM,2025-10-11 02:38:49.023265
728,1147,1,Task for Lead 1147,2025-10-02 19:38:49.023457,2,22,0,Priority: Medium,SYSTEM,2025-10-01 19:38:49.023457
729,183,5,Task for Lead 183,2025-09-14 20:38:49.023642,3,13,1,Priority: Medium,SYSTEM,2025-09-13 20:38:49.023642
730,1186,3,Task for Lead 1186,2025-10-17 03:38:49.023882,2,52,0,Priority: Low,SYSTEM,2025-10-16 03:38:49.023882
731,1092,5,Task for Lead 1092,2025-10-05 22:38:49.024069,2,51,1,Priority: Medium,SYSTEM,2025-10-04 22:38:49.024069
732,134,2,Task for Lead 134,2025-08-29 01:38:49.024262,3,10,0,Priority: Low,SYSTEM,2025-08-28 01:38:49.024262
733,239,1,Task for Lead 239,2025-08-23 18:38:49.024447,3,47,0,Priority: Low,SYSTEM,2025-08-22 18:38:49.024447
734,797,5,Task for Lead 797,2025-10-13 21:38:49.024631,2,20,0,Priority: High,SYSTEM,2025-10-12 21:38:49.024631
735,72,2,Task for Lead 72,2025-09-26 21:38:49.024876,1,27,1,Priority: High,SYSTEM,2025-09-25 21:38:49.024876
736,111,2,Task for Lead 111,2025-09-15 00:38:49.025062,3,39,0,Priority: High,SYSTEM,2025-09-14 00:38:49.025062
737,1008,4,Task for Lead 1008,2025-09-30 01:38:49.025256,2,51,0,Priority: Low,SYSTEM,2025-09-29 01:38:49.025256
738,640,2,Task for Lead 640,2025-09-12 18:38:49.025441,3,28,1,Priority: Low,SYSTEM,2025-09-11 18:38:49.025441
739,792,3,Task for Lead 792,2025-10-06 02:38:49.025624,1,45,0,Priority: High,SYSTEM,2025-10-05 02:38:49.025624
740,393,1,Task for Lead 393,2025-10-16 21:38:49.025861,2,20,1,Priority: High,SYSTEM,2025-10-15 21:38:49.025861
741,1,1,Task for Lead 1,2025-09-10 21:38:49.026048,3,12,1,Priority: Medium,SYSTEM,2025-09-09 21:38:49.026048
742,927,1,Task for Lead 927,2025-10-02 22:38:49.026240,2,28,0,Priority: High,SYSTEM,2025-10-01 22:38:49.026240
743,93,5,Task for Lead 93,2025-10-08 21:38:49.026426,1,16,0,Priority: High,SYSTEM,2025-10-07 21:38:49.026426
744,353,5,Task for Lead 353,2025-10-11 21:38:49.026612,1,49,1,Priority: Low,SYSTEM,2025-10-10 21:38:49.026612
745,1239,1,Task for Lead 1239,2025-10-21 22:38:49.026850,1,53,1,Priority: High,SYSTEM,2025-10-20 22:38:49.026850
746,340,4,Task for Lead 340,2025-10-15 00:38:49.027038,2,33,1,Priority: High,SYSTEM,2025-10-14 00:38:49.027038
747,887,2,Task for Lead 887,2025-08-28 18:38:49.027315,4,51,1,Priority: High,SYSTEM,2025-08-27 18:38:49.027315
748,1154,4,Task for Lead 1154,2025-10-09 01:38:49.027503,2,18,0,Priority: Low,SYSTEM,2025-10-08 01:38:49.027503
749,778,1,Task for Lead 778,2025-08-24 21:38:49.027729,4,13,0,Priority: Low,SYSTEM,2025-08-23 21:38:49.027729
750,340,3,Task for Lead 340,2025-09-02 20:38:49.027925,3,14,0,Priority: Medium,SYSTEM,2025-09-01 20:38:49.027925
751,853,5,Task for Lead 853,2025-09-09 00:38:49.028111,4,40,0,Priority: Low,SYSTEM,2025-09-08 00:38:49.028111
752,439,2,Task for Lead 439,2025-09-13 22:38:49.028321,3,30,1,Priority: Low,SYSTEM,2025-09-12 22:38:49.028321
753,1062,3,Task for Lead 1062,2025-09-30 21:38:49.028511,2,53,0,Priority: Low,SYSTEM,2025-09-29 21:38:49.028511
754,1136,3,Task for Lead 1136,2025-10-10 20:38:49.028745,1,17,0,Priority: Medium,SYSTEM,2025-10-09 20:38:49.028745
755,852,5,Task for Lead 852,2025-09-23 22:38:49.028943,2,9,0,Priority: Low,SYSTEM,2025-09-22 22:38:49.028943
756,1219,5,Task for Lead 1219,2025-10-15 21:38:49.029128,2,23,1,Priority: Medium,SYSTEM,2025-10-14 21:38:49.029128
757,337,1,Task for Lead 337,2025-10-09 02:38:49.029325,1,36,0,Priority: Low,SYSTEM,2025-10-08 02:38:49.029325
758,1039,1,Task for Lead 1039,2025-10-09 23:38:49.029511,2,46,1,Priority: Medium,SYSTEM,2025-10-08 23:38:49.029511
759,923,2,Task for Lead 923,2025-09-06 19:38:49.029735,3,42,1,Priority: Medium,SYSTEM,2025-09-05 19:38:49.029735
760,540,1,Task for Lead 540,2025-09-18 17:38:49.029930,4,15,0,Priority: Medium,SYSTEM,2025-09-17 17:38:49.029930
761,452,1,Task for Lead 452,2025-09-07 21:38:49.030120,3,44,1,Priority: Low,SYSTEM,2025-09-06 21:38:49.030120
762,286,2,Task for Lead 286,2025-10-09 23:38:49.030314,2,21,0,Priority: High,SYSTEM,2025-10-08 23:38:49.030314
763,1238,4,Task for Lead 1238,2025-09-07 21:38:49.030499,4,18,1,Priority: Medium,SYSTEM,2025-09-06 21:38:49.030499
764,242,4,Task for Lead 242,2025-10-21 20:38:49.030722,1,8,1,Priority: Low,SYSTEM,2025-10-20 20:38:49.030722
765,686,2,Task for Lead 686,2025-09-24 21:38:49.030919,1,49,0,Priority: Low,SYSTEM,2025-09-23 21:38:49.030919
766,1096,3,Task for Lead 1096,2025-09-09 23:38:49.031174,4,22,0,Priority: Low,SYSTEM,2025-09-08 23:38:49.031174
767,359,1,Task for Lead 359,2025-09-13 23:38:49.031383,3,41,1,Priority: Low,SYSTEM,2025-09-12 23:38:49.031383
768,765,1,Task for Lead 765,2025-10-02 19:38:49.031570,1,17,1,Priority: High,SYSTEM,2025-10-01 19:38:49.031570
769,480,3,Task for Lead 480,2025-10-18 20:38:49.031802,2,25,1,Priority: High,SYSTEM,2025-10-17 20:38:49.031802
770,194,4,Task for Lead 194,2025-10-13 23:38:49.031996,2,31,0,Priority: High,SYSTEM,2025-10-12 23:38:49.031996
771,704,3,Task for Lead 704,2025-10-21 22:38:49.032180,1,11,0,Priority: Low,SYSTEM,2025-10-20 22:38:49.032180
772,168,3,Task for Lead 168,2025-10-05 01:38:49.032375,2,49,0,Priority: High,SYSTEM,2025-10-04 01:38:49.032375
773,2,4,Task for Lead 2,2025-09-02 19:38:49.032559,4,28,0,Priority: Medium,SYSTEM,2025-09-01 19:38:49.032559
774,394,5,Task for Lead 394,2025-08-28 23:38:49.032786,4,1,0,Priority: Medium,SYSTEM,2025-08-27 23:38:49.032786
775,1014,4,Task for Lead 1014,2025-08-30 01:38:49.032980,3,3,1,Priority: High,SYSTEM,2025-08-29 01:38:49.032980
776,969,5,Task for Lead 969,2025-10-07 00:38:49.033164,1,22,0,Priority: Medium,SYSTEM,2025-10-06 00:38:49.033164
777,399,2,Task for Lead 399,2025-10-11 00:38:49.033357,1,25,1,Priority: Low,SYSTEM,2025-10-10 00:38:49.033357
778,432,1,Task for Lead 432,2025-09-23 21:38:49.033541,1,46,0,Priority: Medium,SYSTEM,2025-09-22 21:38:49.033541
779,128,2,Task for Lead 128,2025-09-24 21:38:49.033765,2,11,1,Priority: High,SYSTEM,2025-09-23 21:38:49.033765
780,389,4,Task for Lead 389,2025-08-25 18:38:49.033959,4,32,1,Priority: High,SYSTEM,2025-08-24 18:38:49.033959
781,698,2,Task for Lead 698,2025-09-28 21:38:49.034145,2,20,1,Priority: Medium,SYSTEM,2025-09-27 21:38:49.034145
782,1062,3,Task for Lead 1062,2025-08-25 19:38:49.034337,4,12,1,Priority: Low,SYSTEM,2025-08-24 19:38:49.034337
783,64,2,Task for Lead 64,2025-08-23 21:38:49.034522,4,22,1,Priority: Low,SYSTEM,2025-08-22 21:38:49.034522
784,217,5,Task for Lead 217,2025-10-17 21:38:49.034782,1,33,0,Priority: High,SYSTEM,2025-10-16 21:38:49.034782
785,710,1,Task for Lead 710,2025-10-17 21:38:49.034989,1,17,0,Priority: Low,SYSTEM,2025-10-16 21:38:49.034989
786,378,2,Task for Lead 378,2025-10-05 01:38:49.035264,1,54,0,Priority: Medium,SYSTEM,2025-10-04 01:38:49.035264
787,364,2,Task for Lead 364,2025-08-26 23:38:49.035463,4,7,0,Priority: Low,SYSTEM,2025-08-25 23:38:49.035463
788,1213,1,Task for Lead 1213,2025-10-03 01:38:49.035651,1,7,0,Priority: Medium,SYSTEM,2025-10-02 01:38:49.035651
789,825,4,Task for Lead 825,2025-10-12 00:38:49.035893,2,3,0,Priority: High,SYSTEM,2025-10-11 00:38:49.035893
790,138,2,Task for Lead 138,2025-09-13 23:38:49.036079,4,32,0,Priority: Low,SYSTEM,2025-09-12 23:38:49.036079
791,244,5,Task for Lead 244,2025-10-08 23:38:49.036277,2,49,1,Priority: High,SYSTEM,2025-10-07 23:38:49.036277
792,951,2,Task for Lead 951,2025-09-07 00:38:49.036462,4,35,0,Priority: Medium,SYSTEM,2025-09-06 00:38:49.036462
793,279,5,Task for Lead 279,2025-10-12 19:38:49.036645,1,11,1,Priority: Low,SYSTEM,2025-10-11 19:38:49.036645
794,825,5,Task for Lead 825,2025-09-12 23:38:49.036885,3,49,1,Priority: Medium,SYSTEM,2025-09-11 23:38:49.036885
795,971,5,Task for Lead 971,2025-08-25 20:38:49.037072,3,25,0,Priority: High,SYSTEM,2025-08-24 20:38:49.037072
796,463,3,Task for Lead 463,2025-09-02 18:38:49.037264,4,26,1,Priority: High,SYSTEM,2025-09-01 18:38:49.037264
797,16,5,Task for Lead 16,2025-08-26 20:38:49.037449,3,28,1,Priority: Low,SYSTEM,2025-08-25 20:38:49.037449
798,657,4,Task for Lead 657,2025-10-11 01:38:49.037632,2,16,0,Priority: Medium,SYSTEM,2025-10-10 01:38:49.037632
799,611,1,Task for Lead 611,2025-09-18 23:38:49.037867,3,1,1,Priority: Medium,SYSTEM,2025-09-17 23:38:49.037867
800,800,4,Task for Lead 800,2025-10-14 01:38:49.038053,2,28,0,Priority: High,SYSTEM,2025-10-13 01:38:49.038053
801,393,1,Task for Lead 393,2025-09-08 00:38:49.038244,3,26,1,Priority: Low,SYSTEM,2025-09-07 00:38:49.038244
802,363,3,Task for Lead 363,2025-09-24 01:38:49.038430,2,30,1,Priority: Medium,SYSTEM,2025-09-23 01:38:49.038430
803,280,3,Task for Lead 280,2025-09-29 01:38:49.038614,1,17,0,Priority: Medium,SYSTEM,2025-09-28 01:38:49.038614
804,1225,1,Task for Lead 1225,2025-10-13 03:38:49.038853,2,21,1,Priority: High,SYSTEM,2025-10-12 03:38:49.038853
805,624,2,Task for Lead 624,2025-08-29 20:38:49.039040,3,15,0,Priority: Low,SYSTEM,2025-08-28 20:38:49.039040
806,735,2,Task for Lead 735,2025-09-13 23:38:49.039322,3,7,0,Priority: Low,SYSTEM,2025-09-12 23:38:49.039322
807,666,1,Task for Lead 666,2025-10-22 00:38:49.039511,2,23,1,Priority: Medium,SYSTEM,2025-10-21 00:38:49.039511
808,171,4,Task for Lead 171,2025-09-09 22:38:49.039744,3,3,0,Priority: High,SYSTEM,2025-09-08 22:38:49.039744
809,415,2,Task for Lead 415,2025-09-20 23:38:49.039941,4,22,0,Priority: Medium,SYSTEM,2025-09-19 23:38:49.039941
810,720,3,Task for Lead 720,2025-08-28 00:38:49.040131,3,42,0,Priority: Medium,SYSTEM,2025-08-27 00:38:49.040131
811,229,4,Task for Lead 229,2025-09-03 22:38:49.040326,4,3,1,Priority: High,SYSTEM,2025-09-02 22:38:49.040326
812,1095,3,Task for Lead 1095,2025-10-20 01:38:49.040513,1,51,1,Priority: High,SYSTEM,2025-10-19 01:38:49.040513
813,480,2,Task for Lead 480,2025-09-10 19:38:49.040743,4,33,0,Priority: Low,SYSTEM,2025-09-09 19:38:49.040743
814,399,2,Task for Lead 399,2025-08-23 19:38:49.040940,3,18,0,Priority: Medium,SYSTEM,2025-08-22 19:38:49.040940
815,583,3,Task for Lead 583,2025-10-09 02:38:49.041124,1,19,1,Priority: Medium,SYSTEM,2025-10-08 02:38:49.041124
816,850,5,Task for Lead 850,2025-09-01 00:38:49.041344,4,48,0,Priority: High,SYSTEM,2025-08-31 00:38:49.041344
817,1104,4,Task for Lead 1104,2025-09-17 21:38:49.041528,3,23,0,Priority: Medium,SYSTEM,2025-09-16 21:38:49.041528
818,489,5,Task for Lead 489,2025-10-08 22:38:49.041751,2,51,1,Priority: Medium,SYSTEM,2025-10-07 22:38:49.041751
819,374,1,Task for Lead 374,2025-09-27 23:38:49.041947,1,48,0,Priority: Medium,SYSTEM,2025-09-26 23:38:49.041947
820,517,2,Task for Lead 517,2025-08-28 19:38:49.042131,3,31,0,Priority: High,SYSTEM,2025-08-27 19:38:49.042131
821,481,1,Task for Lead 481,2025-09-10 18:38:49.042324,3,41,0,Priority: High,SYSTEM,2025-09-09 18:38:49.042324
822,897,5,Task for Lead 897,2025-10-11 19:38:49.042510,2,44,0,Priority: High,SYSTEM,2025-10-10 19:38:49.042510
823,1023,4,Task for Lead 1023,2025-10-07 20:38:49.042736,1,36,0,Priority: Low,SYSTEM,2025-10-06 20:38:49.042736
824,719,1,Task for Lead 719,2025-10-09 21:38:49.042931,2,20,1,Priority: High,SYSTEM,2025-10-08 21:38:49.042931
825,1112,4,Task for Lead 1112,2025-09-15 18:38:49.043183,4,36,0,Priority: Low,SYSTEM,2025-09-14 18:38:49.043183
826,1170,3,Task for Lead 1170,2025-10-22 00:38:49.043391,1,15,0,Priority: Low,SYSTEM,2025-10-21 00:38:49.043391
827,1177,4,Task for Lead 1177,2025-09-18 19:38:49.043580,3,42,0,Priority: High,SYSTEM,2025-09-17 19:38:49.043580
828,211,2,Task for Lead 211,2025-09-03 22:38:49.043825,3,15,0,Priority: High,SYSTEM,2025-09-02 22:38:49.043825
829,126,2,Task for Lead 126,2025-09-13 23:38:49.044016,3,40,1,Priority: Medium,SYSTEM,2025-09-12 23:38:49.044016
830,1021,5,Task for Lead 1021,2025-09-26 20:38:49.044201,1,51,1,Priority: Medium,SYSTEM,2025-09-25 20:38:49.044201
831,970,5,Task for Lead 970,2025-09-02 21:38:49.044397,4,4,1,Priority: Low,SYSTEM,2025-09-01 21:38:49.044397
832,1170,5,Task for Lead 1170,2025-10-04 22:38:49.044581,1,44,0,Priority: High,SYSTEM,2025-10-03 22:38:49.044581
833,522,2,Task for Lead 522,2025-09-03 22:38:49.044815,4,51,0,Priority: Low,SYSTEM,2025-09-02 22:38:49.044815
834,1142,4,Task for Lead 1142,2025-08-25 21:38:49.045007,3,15,0,Priority: High,SYSTEM,2025-08-24 21:38:49.045007
835,611,2,Task for Lead 611,2025-10-08 20:38:49.045192,2,11,1,Priority: Medium,SYSTEM,2025-10-07 20:38:49.045192
836,766,3,Task for Lead 766,2025-08-28 20:38:49.045386,4,39,0,Priority: Medium,SYSTEM,2025-08-27 20:38:49.045386
837,870,1,Task for Lead 870,2025-10-20 01:38:49.045569,1,52,1,Priority: Medium,SYSTEM,2025-10-19 01:38:49.045569
838,38,3,Task for Lead 38,2025-09-09 01:38:49.045802,3,23,0,Priority: Low,SYSTEM,2025-09-08 01:38:49.045802
839,45,4,Task for Lead 45,2025-08-25 18:38:49.045994,4,49,0,Priority: Medium,SYSTEM,2025-08-24 18:38:49.045994
840,775,1,Task for Lead 775,2025-09-29 01:38:49.046178,2,49,0,Priority: Low,SYSTEM,2025-09-28 01:38:49.046178
841,654,4,Task for Lead 654,2025-10-20 19:38:49.046372,1,9,1,Priority: Low,SYSTEM,2025-10-19 19:38:49.046372
842,679,1,Task for Lead 679,2025-08-29 00:38:49.046556,3,9,1,Priority: High,SYSTEM,2025-08-28 00:38:49.046556
843,485,4,Task for Lead 485,2025-09-30 23:38:49.046786,1,18,0,Priority: Medium,SYSTEM,2025-09-29 23:38:49.046786
844,915,3,Task for Lead 915,2025-10-20 21:38:49.046979,2,47,0,Priority: Low,SYSTEM,2025-10-19 21:38:49.046979
845,428,4,Task for Lead 428,2025-10-18 23:38:49.047339,2,49,1,Priority: High,SYSTEM,2025-10-17 23:38:49.047339
846,1210,2,Task for Lead 1210,2025-10-07 02:38:49.047562,2,51,1,Priority: Medium,SYSTEM,2025-10-06 02:38:49.047562
847,392,1,Task for Lead 392,2025-10-01 21:38:49.047802,1,33,1,Priority: High,SYSTEM,2025-09-30 21:38:49.047802
848,1200,1,Task for Lead 1200,2025-08-23 21:38:49.047997,3,20,0,Priority: High,SYSTEM,2025-08-22 21:38:49.047997
849,661,1,Task for Lead 661,2025-09-29 00:38:49.048180,2,27,0,Priority: Medium,SYSTEM,2025-09-28 00:38:49.048180
850,960,2,Task for Lead 960,2025-10-07 00:38:49.048374,2,19,1,Priority: Low,SYSTEM,2025-10-06 00:38:49.048374
851,897,5,Task for Lead 897,2025-09-30 21:38:49.048557,2,1,0,Priority: Low,SYSTEM,2025-09-29 21:38:49.048557
852,548,4,Task for Lead 548,2025-10-19 02:38:49.048785,1,42,0,Priority: Low,SYSTEM,2025-10-18 02:38:49.048785
853,843,4,Task for Lead 843,2025-09-23 20:38:49.048980,1,22,1,Priority: Medium,SYSTEM,2025-09-22 20:38:49.048980
854,988,1,Task for Lead 988,2025-09-16 17:38:49.049164,4,51,0,Priority: High,SYSTEM,2025-09-15 17:38:49.049164
855,1035,2,Task for Lead 1035,2025-10-18 00:38:49.049365,1,1,0,Priority: High,SYSTEM,2025-10-17 00:38:49.049365
856,384,1,Task for Lead 384,2025-10-15 20:38:49.049548,1,40,1,Priority: Medium,SYSTEM,2025-10-14 20:38:49.049548
857,775,3,Task for Lead 775,2025-10-16 02:38:49.049775,1,12,0,Priority: Medium,SYSTEM,2025-10-15 02:38:49.049775
858,1141,3,Task for Lead 1141,2025-10-11 23:38:49.049970,2,9,0,Priority: Low,SYSTEM,2025-10-10 23:38:49.049970
859,1062,5,Task for Lead 1062,2025-09-24 21:38:49.050161,2,48,0,Priority: High,SYSTEM,2025-09-23 21:38:49.050161
860,457,5,Task for Lead 457,2025-09-07 17:38:49.050358,4,41,1,Priority: Low,SYSTEM,2025-09-06 17:38:49.050358
861,1054,2,Task for Lead 1054,2025-10-08 19:38:49.050543,1,40,0,Priority: Low,SYSTEM,2025-10-07 19:38:49.050543
862,969,3,Task for Lead 969,2025-09-07 23:38:49.050767,4,34,1,Priority: High,SYSTEM,2025-09-06 23:38:49.050767
863,673,3,Task for Lead 673,2025-08-25 18:38:49.050962,4,9,1,Priority: Medium,SYSTEM,2025-08-24 18:38:49.050962
864,129,1,Task for Lead 129,2025-10-17 19:38:49.051225,2,49,0,Priority: High,SYSTEM,2025-10-16 19:38:49.051225
865,270,3,Task for Lead 270,2025-09-08 23:38:49.051426,4,11,0,Priority: Medium,SYSTEM,2025-09-07 23:38:49.051426
866,946,3,Task for Lead 946,2025-09-29 00:38:49.051611,1,32,0,Priority: Medium,SYSTEM,2025-09-28 00:38:49.051611
867,561,1,Task for Lead 561,2025-08-31 20:38:49.051852,4,22,0,Priority: Medium,SYSTEM,2025-08-30 20:38:49.051852
868,1035,5,Task for Lead 1035,2025-08-27 22:38:49.052038,4,33,0,Priority: Low,SYSTEM,2025-08-26 22:38:49.052038
869,842,5,Task for Lead 842,2025-09-05 22:38:49.052230,3,8,0,Priority: Medium,SYSTEM,2025-09-04 22:38:49.052230
870,303,4,Task for Lead 303,2025-08-27 22:38:49.052415,3,31,1,Priority: Medium,SYSTEM,2025-08-26 22:38:49.052415
871,360,3,Task for Lead 360,2025-10-01 21:38:49.052600,2,4,0,Priority: Low,SYSTEM,2025-09-30 21:38:49.052600
872,296,4,Task for Lead 296,2025-09-29 00:38:49.052836,1,10,0,Priority: Medium,SYSTEM,2025-09-28 00:38:49.052836
873,1135,2,Task for Lead 1135,2025-10-01 22:38:49.053024,1,26,0,Priority: High,SYSTEM,2025-09-30 22:38:49.053024
874,1209,3,Task for Lead 1209,2025-09-01 20:38:49.053208,3,8,0,Priority: High,SYSTEM,2025-08-31 20:38:49.053208
875,622,5,Task for Lead 622,2025-09-26 03:38:49.053401,2,43,1,Priority: Medium,SYSTEM,2025-09-25 03:38:49.053401
876,682,4,Task for Lead 682,2025-08-27 18:38:49.053586,4,43,0,Priority: Low,SYSTEM,2025-08-26 18:38:49.053586
877,363,4,Task for Lead 363,2025-09-05 00:38:49.053822,4,8,0,Priority: Medium,SYSTEM,2025-09-04 00:38:49.053822
878,1047,5,Task for Lead 1047,2025-08-27 17:38:49.054012,4,54,1,Priority: Low,SYSTEM,2025-08-26 17:38:49.054012
879,195,1,Task for Lead 195,2025-09-02 23:38:49.054196,4,4,1,Priority: Low,SYSTEM,2025-09-01 23:38:49.054196
880,76,5,Task for Lead 76,2025-09-20 00:38:49.054387,3,31,0,Priority: Medium,SYSTEM,2025-09-19 00:38:49.054387
881,1174,2,Task for Lead 1174,2025-09-30 01:38:49.054571,2,36,0,Priority: Medium,SYSTEM,2025-09-29 01:38:49.054571
882,893,2,Task for Lead 893,2025-09-08 01:38:49.054804,3,33,1,Priority: Low,SYSTEM,2025-09-07 01:38:49.054804
883,59,5,Task for Lead 59,2025-09-10 18:38:49.054997,3,34,0,Priority: Medium,SYSTEM,2025-09-09 18:38:49.054997
884,1173,1,Task for Lead 1173,2025-10-22 02:38:49.055412,1,44,0,Priority: High,SYSTEM,2025-10-21 02:38:49.055412
885,577,3,Task for Lead 577,2025-08-30 20:38:49.055631,3,15,0,Priority: Low,SYSTEM,2025-08-29 20:38:49.055631
886,299,5,Task for Lead 299,2025-10-20 02:38:49.055889,2,47,0,Priority: Medium,SYSTEM,2025-10-19 02:38:49.055889
887,814,5,Task for Lead 814,2025-10-01 19:38:49.056077,1,48,0,Priority: Medium,SYSTEM,2025-09-30 19:38:49.056077
888,134,2,Task for Lead 134,2025-09-13 23:38:49.056271,3,22,0,Priority: Medium,SYSTEM,2025-09-12 23:38:49.056271
889,982,4,Task for Lead 982,2025-09-06 22:38:49.056458,3,22,0,Priority: Medium,SYSTEM,2025-09-05 22:38:49.056458
890,320,5,Task for Lead 320,2025-10-20 02:38:49.056640,2,1,0,Priority: Low,SYSTEM,2025-10-19 02:38:49.056640
891,352,2,Task for Lead 352,2025-10-14 20:38:49.056886,1,33,1,Priority: Low,SYSTEM,2025-10-13 20:38:49.056886
892,827,2,Task for Lead 827,2025-10-12 22:38:49.057072,1,27,1,Priority: Medium,SYSTEM,2025-10-11 22:38:49.057072
893,810,3,Task for Lead 810,2025-10-08 23:38:49.057264,2,4,0,Priority: Low,SYSTEM,2025-10-07 23:38:49.057264
894,230,3,Task for Lead 230,2025-10-09 01:38:49.057450,2,28,0,Priority: Medium,SYSTEM,2025-10-08 01:38:49.057450
895,624,3,Task for Lead 624,2025-09-28 22:38:49.057633,1,21,0,Priority: Low,SYSTEM,2025-09-27 22:38:49.057633
896,258,5,Task for Lead 258,2025-09-12 22:38:49.057873,4,45,1,Priority: High,SYSTEM,2025-09-11 22:38:49.057873
897,444,5,Task for Lead 444,2025-09-28 01:38:49.058060,1,7,0,Priority: High,SYSTEM,2025-09-27 01:38:49.058060
898,892,1,Task for Lead 892,2025-09-08 01:38:49.058251,4,33,0,Priority: Low,SYSTEM,2025-09-07 01:38:49.058251
899,516,1,Task for Lead 516,2025-10-07 22:38:49.058437,2,54,0,Priority: Medium,SYSTEM,2025-10-06 22:38:49.058437
900,920,3,Task for Lead 920,2025-09-10 00:38:49.058620,3,25,0,Priority: High,SYSTEM,2025-09-09 00:38:49.058620
901,770,1,Task for Lead 770,2025-09-17 17:38:49.058865,3,49,0,Priority: Low,SYSTEM,2025-09-16 17:38:49.058865
902,846,2,Task for Lead 846,2025-10-13 22:38:49.059051,2,19,0,Priority: Low,SYSTEM,2025-10-12 22:38:49.059051
903,599,2,Task for Lead 599,2025-10-14 02:38:49.059339,1,44,1,Priority: Low,SYSTEM,2025-10-13 02:38:49.059339
904,93,2,Task for Lead 93,2025-10-21 23:38:49.059528,2,3,0,Priority: Medium,SYSTEM,2025-10-20 23:38:49.059528
905,567,4,Task for Lead 567,2025-09-26 21:38:49.059762,1,1,0,Priority: High,SYSTEM,2025-09-25 21:38:49.059762
906,674,3,Task for Lead 674,2025-10-03 00:38:49.059960,2,5,0,Priority: Medium,SYSTEM,2025-10-02 00:38:49.059960
907,1199,3,Task for Lead 1199,2025-09-01 21:38:49.060151,4,45,0,Priority: High,SYSTEM,2025-08-31 21:38:49.060151
908,1060,4,Task for Lead 1060,2025-09-30 02:38:49.060360,1,35,1,Priority: High,SYSTEM,2025-09-29 02:38:49.060360
909,652,5,Task for Lead 652,2025-09-26 21:38:49.060545,2,34,0,Priority: High,SYSTEM,2025-09-25 21:38:49.060545
910,144,2,Task for Lead 144,2025-10-01 21:38:49.060776,1,38,0,Priority: Medium,SYSTEM,2025-09-30 21:38:49.060776
911,1111,5,Task for Lead 1111,2025-10-10 03:38:49.060976,1,8,1,Priority: Low,SYSTEM,2025-10-09 03:38:49.060976
912,1038,5,Task for Lead 1038,2025-10-14 22:38:49.061162,1,10,0,Priority: Low,SYSTEM,2025-10-13 22:38:49.061162
913,7,2,Task for Lead 7,2025-09-02 00:38:49.061385,3,34,1,Priority: Medium,SYSTEM,2025-09-01 00:38:49.061385
