LeadCallId,LeadId,CallId,CallDateTime,DurationSeconds,CallStatusId,SentimentId,AssignedAgentId,CallDirection,IsAIGenerated,CreatedBy,CreatedOn
2777,253,CALL002777,2025-09-17 23:38:46.441872,54,2,,25,Outbound,1,SYSTEM,2025-09-17 23:38:46.441872
2778,360,CALL002778,2025-08-31 21:38:46.442148,53,2,,23,Outbound,0,SYSTEM,2025-08-31 21:38:46.442148
2779,1071,CALL002779,2025-08-25 23:38:46.442349,58,3,,25,Outbound,0,SYSTEM,2025-08-25 23:38:46.442349
2780,342,CALL002780,2025-09-19 01:38:46.442534,54,4,,25,Outbound,0,SYSTEM,2025-09-19 01:38:46.442534
2781,986,CALL002781,2025-09-12 17:38:46.442781,896,1,3.0,42,Outbound,1,SYSTEM,2025-09-12 17:38:46.442781
2782,811,CALL002782,2025-09-03 20:38:46.443001,26,2,,42,Outbound,0,SYSTEM,2025-09-03 20:38:46.443001
2783,505,CALL002783,2025-08-26 18:38:46.443298,27,3,,55,Outbound,1,SYSTEM,2025-08-26 18:38:46.443298
2784,754,CALL002784,2025-09-16 18:38:46.443490,23,4,,50,Outbound,1,SYSTEM,2025-09-16 18:38:46.443490
2785,349,CALL002785,2025-09-01 22:38:46.443706,23,3,,47,Outbound,0,SYSTEM,2025-09-01 22:38:46.443706
2786,390,CALL002786,2025-09-07 01:38:46.443917,13,5,,21,Outbound,1,SYSTEM,2025-09-07 01:38:46.443917
2787,339,CALL002787,2025-08-24 20:38:46.444105,51,3,,43,Outbound,0,SYSTEM,2025-08-24 20:38:46.444105
2788,97,CALL002788,2025-09-14 20:38:46.444301,32,2,,4,Inbound,0,SYSTEM,2025-09-14 20:38:46.444301
2789,190,CALL002789,2025-09-21 21:38:46.444486,45,5,,1,Outbound,1,SYSTEM,2025-09-21 21:38:46.444486
2790,307,CALL002790,2025-09-20 17:38:46.444706,20,2,,13,Outbound,0,SYSTEM,2025-09-20 17:38:46.444706
2791,725,CALL002791,2025-08-25 21:38:46.444917,123,1,1.0,45,Outbound,0,SYSTEM,2025-08-25 21:38:46.444917
2792,344,CALL002792,2025-09-02 23:38:46.445134,473,1,5.0,8,Outbound,1,SYSTEM,2025-09-02 23:38:46.445134
2793,87,CALL002793,2025-09-01 23:38:46.445367,16,2,,13,Inbound,0,SYSTEM,2025-09-01 23:38:46.445367
2794,88,CALL002794,2025-09-09 17:38:46.445560,12,2,,25,Outbound,0,SYSTEM,2025-09-09 17:38:46.445560
2795,1106,CALL002795,2025-09-11 21:38:46.445803,56,2,,32,Outbound,1,SYSTEM,2025-09-11 21:38:46.445803
2796,104,CALL002796,2025-09-18 21:38:46.446005,53,5,,33,Outbound,0,SYSTEM,2025-09-18 21:38:46.446005
2797,58,CALL002797,2025-08-29 20:38:46.446193,33,2,,34,Outbound,0,SYSTEM,2025-08-29 20:38:46.446193
2798,123,CALL002798,2025-08-25 22:38:46.446391,48,4,,36,Inbound,1,SYSTEM,2025-08-25 22:38:46.446391
2799,910,CALL002799,2025-09-15 00:38:46.446578,724,1,3.0,25,Outbound,1,SYSTEM,2025-09-15 00:38:46.446578
2800,892,CALL002800,2025-09-08 20:38:46.446845,57,4,,53,Outbound,0,SYSTEM,2025-09-08 20:38:46.446845
2801,202,CALL002801,2025-09-17 17:38:46.447052,255,1,2.0,52,Inbound,0,SYSTEM,2025-09-17 17:38:46.447052
2802,540,CALL002802,2025-09-16 17:38:46.447347,135,1,3.0,35,Outbound,1,SYSTEM,2025-09-16 17:38:46.447347
2803,170,CALL002803,2025-09-18 21:38:46.447556,40,4,,34,Inbound,0,SYSTEM,2025-09-18 21:38:46.447556
2804,350,CALL002804,2025-09-18 01:38:46.447788,766,1,3.0,22,Outbound,0,SYSTEM,2025-09-18 01:38:46.447788
2805,924,CALL002805,2025-08-24 20:38:46.448004,29,3,,1,Outbound,0,SYSTEM,2025-08-24 20:38:46.448004
2806,434,CALL002806,2025-09-22 01:38:46.448188,47,3,,54,Outbound,1,SYSTEM,2025-09-22 01:38:46.448188
2807,96,CALL002807,2025-09-16 01:38:46.448382,861,1,1.0,21,Outbound,1,SYSTEM,2025-09-16 01:38:46.448382
2808,63,CALL002808,2025-09-11 20:38:46.448587,39,2,,1,Outbound,0,SYSTEM,2025-09-11 20:38:46.448587
2809,944,CALL002809,2025-09-22 00:38:46.448830,11,5,,11,Outbound,1,SYSTEM,2025-09-22 00:38:46.448830
2810,1195,CALL002810,2025-08-25 22:38:46.449021,11,2,,19,Outbound,0,SYSTEM,2025-08-25 22:38:46.449021
2811,428,CALL002811,2025-08-31 18:38:46.449210,290,1,2.0,8,Outbound,1,SYSTEM,2025-08-31 18:38:46.449210
2812,923,CALL002812,2025-09-19 23:38:46.449503,41,2,,19,Outbound,0,SYSTEM,2025-09-19 23:38:46.449503
2813,235,CALL002813,2025-09-20 22:38:46.449816,90,1,1.0,46,Outbound,0,SYSTEM,2025-09-20 22:38:46.449816
2814,977,CALL002814,2025-08-30 00:38:46.450038,22,2,,1,Outbound,0,SYSTEM,2025-08-30 00:38:46.450038
2815,757,CALL002815,2025-09-02 00:38:46.450224,19,2,,45,Outbound,0,SYSTEM,2025-09-02 00:38:46.450224
2816,207,CALL002816,2025-08-25 18:38:46.450420,774,1,4.0,42,Outbound,0,SYSTEM,2025-08-25 18:38:46.450420
2817,555,CALL002817,2025-09-21 23:38:46.450633,248,1,4.0,55,Outbound,1,SYSTEM,2025-09-21 23:38:46.450633
2818,457,CALL002818,2025-09-01 21:38:46.450927,24,2,,22,Outbound,1,SYSTEM,2025-09-01 21:38:46.450927
2819,538,CALL002819,2025-09-18 20:38:46.451182,51,2,,51,Inbound,0,SYSTEM,2025-09-18 20:38:46.451182
2820,231,CALL002820,2025-09-15 23:38:46.451389,269,1,1.0,39,Outbound,1,SYSTEM,2025-09-15 23:38:46.451389
2821,685,CALL002821,2025-09-06 00:38:46.451609,11,2,,30,Inbound,0,SYSTEM,2025-09-06 00:38:46.451609
2822,1213,CALL002822,2025-09-04 22:38:46.451851,47,5,,45,Inbound,0,SYSTEM,2025-09-04 22:38:46.451851
2823,906,CALL002823,2025-09-01 18:38:46.452039,29,2,,15,Outbound,0,SYSTEM,2025-09-01 18:38:46.452039
2824,112,CALL002824,2025-09-07 00:38:46.452225,59,5,,5,Inbound,1,SYSTEM,2025-09-07 00:38:46.452225
2825,413,CALL002825,2025-09-02 17:38:46.452418,114,1,2.0,44,Outbound,0,SYSTEM,2025-09-02 17:38:46.452418
2826,454,CALL002826,2025-09-03 21:38:46.452623,23,3,,48,Outbound,0,SYSTEM,2025-09-03 21:38:46.452623
2827,389,CALL002827,2025-09-07 19:38:46.452862,637,1,1.0,52,Outbound,1,SYSTEM,2025-09-07 19:38:46.452862
2828,516,CALL002828,2025-09-13 18:38:46.453086,55,4,,36,Outbound,0,SYSTEM,2025-09-13 18:38:46.453086
2829,368,CALL002829,2025-08-30 21:38:46.453280,56,4,,26,Outbound,1,SYSTEM,2025-08-30 21:38:46.453280
2830,30,CALL002830,2025-09-20 22:38:46.453465,12,5,,36,Outbound,1,SYSTEM,2025-09-20 22:38:46.453465
2831,622,CALL002831,2025-09-15 23:38:46.453654,52,3,,15,Outbound,1,SYSTEM,2025-09-15 23:38:46.453654
2832,784,CALL002832,2025-09-17 21:38:46.453893,49,2,,28,Outbound,0,SYSTEM,2025-09-17 21:38:46.453893
2833,58,CALL002833,2025-08-24 23:38:46.454095,892,1,4.0,34,Outbound,0,SYSTEM,2025-08-24 23:38:46.454095
2834,651,CALL002834,2025-09-13 18:38:46.454312,553,1,1.0,5,Outbound,1,SYSTEM,2025-09-13 18:38:46.454312
2835,93,CALL002835,2025-09-21 22:38:46.454520,300,1,2.0,46,Inbound,1,SYSTEM,2025-09-21 22:38:46.454520
2836,1093,CALL002836,2025-09-16 00:38:46.454767,238,1,1.0,1,Outbound,0,SYSTEM,2025-09-16 00:38:46.454767
2837,123,CALL002837,2025-09-11 23:38:46.454984,345,1,1.0,5,Outbound,0,SYSTEM,2025-09-11 23:38:46.454984
2838,982,CALL002838,2025-09-18 17:38:46.455272,610,1,3.0,16,Outbound,0,SYSTEM,2025-09-18 17:38:46.455272
2839,1140,CALL002839,2025-09-18 23:38:46.455486,56,2,,10,Outbound,0,SYSTEM,2025-09-18 23:38:46.455486
2840,470,CALL002840,2025-09-02 18:38:46.455709,420,1,2.0,36,Outbound,0,SYSTEM,2025-09-02 18:38:46.455709
2841,70,CALL002841,2025-08-24 21:38:46.455940,33,2,,39,Inbound,0,SYSTEM,2025-08-24 21:38:46.455940
2842,144,CALL002842,2025-08-26 00:38:46.456126,230,1,2.0,13,Outbound,0,SYSTEM,2025-08-26 00:38:46.456126
2843,286,CALL002843,2025-08-24 21:38:46.456343,11,4,,39,Outbound,1,SYSTEM,2025-08-24 21:38:46.456343
2844,858,CALL002844,2025-09-17 20:38:46.456527,10,2,,52,Outbound,1,SYSTEM,2025-09-17 20:38:46.456527
2845,728,CALL002845,2025-09-18 00:38:46.456750,754,1,2.0,19,Inbound,0,SYSTEM,2025-09-18 00:38:46.456750
2846,484,CALL002846,2025-09-21 22:38:46.456969,15,3,,39,Outbound,1,SYSTEM,2025-09-21 22:38:46.456969
2847,796,CALL002847,2025-09-16 01:38:46.457154,114,1,3.0,11,Outbound,0,SYSTEM,2025-09-16 01:38:46.457154
2848,609,CALL002848,2025-08-23 22:38:46.457368,58,3,,47,Outbound,1,SYSTEM,2025-08-23 22:38:46.457368
2849,442,CALL002849,2025-08-24 01:38:46.457553,45,4,,50,Outbound,1,SYSTEM,2025-08-24 01:38:46.457553
2850,629,CALL002850,2025-09-16 01:38:46.457773,43,3,,11,Outbound,0,SYSTEM,2025-09-16 01:38:46.457773
2851,1109,CALL002851,2025-09-18 23:38:46.457975,15,2,,50,Outbound,0,SYSTEM,2025-09-18 23:38:46.457975
2852,575,CALL002852,2025-09-02 19:38:46.458160,837,1,2.0,30,Outbound,0,SYSTEM,2025-09-02 19:38:46.458160
2853,928,CALL002853,2025-08-27 23:38:46.458374,770,1,2.0,16,Outbound,0,SYSTEM,2025-08-27 23:38:46.458374
2854,599,CALL002854,2025-09-18 00:38:46.458585,785,1,2.0,34,Outbound,1,SYSTEM,2025-09-18 00:38:46.458585
2855,285,CALL002855,2025-08-24 01:38:46.458846,46,3,,44,Outbound,0,SYSTEM,2025-08-24 01:38:46.458846
2856,893,CALL002856,2025-09-05 18:38:46.459034,22,3,,26,Outbound,0,SYSTEM,2025-09-05 18:38:46.459034
2857,315,CALL002857,2025-08-25 23:38:46.459298,26,2,,43,Outbound,0,SYSTEM,2025-08-25 23:38:46.459298
2858,561,CALL002858,2025-08-25 18:38:46.459489,34,2,,55,Outbound,1,SYSTEM,2025-08-25 18:38:46.459489
2859,402,CALL002859,2025-08-28 17:38:46.459713,17,5,,35,Outbound,1,SYSTEM,2025-08-28 17:38:46.459713
2860,595,CALL002860,2025-09-15 01:38:46.459919,548,1,1.0,23,Inbound,0,SYSTEM,2025-09-15 01:38:46.459919
2861,1058,CALL002861,2025-09-17 19:38:46.460136,37,2,,22,Outbound,0,SYSTEM,2025-09-17 19:38:46.460136
2862,411,CALL002862,2025-09-19 19:38:46.460331,22,3,,13,Outbound,0,SYSTEM,2025-09-19 19:38:46.460331
2863,961,CALL002863,2025-08-25 21:38:46.460516,460,1,5.0,34,Outbound,1,SYSTEM,2025-08-25 21:38:46.460516
2864,666,CALL002864,2025-09-04 21:38:46.460766,54,3,,19,Outbound,1,SYSTEM,2025-09-04 21:38:46.460766
2865,723,CALL002865,2025-08-29 18:38:46.460974,849,1,1.0,46,Outbound,1,SYSTEM,2025-08-29 18:38:46.460974
2866,647,CALL002866,2025-09-05 18:38:46.461181,25,4,,1,Outbound,0,SYSTEM,2025-09-05 18:38:46.461181
2867,424,CALL002867,2025-09-18 19:38:46.461406,52,2,,52,Inbound,1,SYSTEM,2025-09-18 19:38:46.461406
2868,116,CALL002868,2025-09-16 21:38:46.461589,438,1,2.0,32,Inbound,1,SYSTEM,2025-09-16 21:38:46.461589
2869,908,CALL002869,2025-08-25 22:38:46.461850,27,5,,48,Outbound,1,SYSTEM,2025-08-25 22:38:46.461850
2870,898,CALL002870,2025-09-02 19:38:46.462038,596,1,3.0,41,Outbound,1,SYSTEM,2025-09-02 19:38:46.462038
2871,244,CALL002871,2025-09-19 22:38:46.462262,744,1,3.0,10,Outbound,1,SYSTEM,2025-09-19 22:38:46.462262
2872,651,CALL002872,2025-08-30 18:38:46.462471,121,1,3.0,51,Outbound,1,SYSTEM,2025-08-30 18:38:46.462471
2873,15,CALL002873,2025-09-15 23:38:46.462720,59,2,,28,Outbound,1,SYSTEM,2025-09-15 23:38:46.462720
2874,488,CALL002874,2025-09-19 01:38:46.462917,23,3,,21,Outbound,1,SYSTEM,2025-09-19 01:38:46.462917
2875,746,CALL002875,2025-09-12 19:38:46.463164,114,1,2.0,49,Outbound,1,SYSTEM,2025-09-12 19:38:46.463164
2876,738,CALL002876,2025-09-06 21:38:46.463395,42,3,,54,Outbound,1,SYSTEM,2025-09-06 21:38:46.463395
2877,224,CALL002877,2025-09-08 22:38:46.463596,25,4,,38,Outbound,0,SYSTEM,2025-09-08 22:38:46.463596
2878,1105,CALL002878,2025-09-16 19:38:46.463838,560,1,4.0,47,Inbound,1,SYSTEM,2025-09-16 19:38:46.463838
2879,1226,CALL002879,2025-09-03 00:38:46.464058,15,4,,53,Inbound,1,SYSTEM,2025-09-03 00:38:46.464058
2880,1230,CALL002880,2025-09-13 18:38:46.464254,33,4,,3,Outbound,0,SYSTEM,2025-09-13 18:38:46.464254
2881,80,CALL002881,2025-09-09 18:38:46.464446,53,3,,26,Outbound,0,SYSTEM,2025-09-09 18:38:46.464446
2882,156,CALL002882,2025-09-14 17:38:46.464630,25,3,,12,Outbound,0,SYSTEM,2025-09-14 17:38:46.464630
2883,762,CALL002883,2025-09-01 21:38:46.464866,36,2,,20,Outbound,1,SYSTEM,2025-09-01 21:38:46.464866
2884,77,CALL002884,2025-09-04 00:38:46.465054,24,2,,14,Outbound,1,SYSTEM,2025-09-04 00:38:46.465054
2885,695,CALL002885,2025-08-26 20:38:46.465245,529,1,2.0,39,Outbound,1,SYSTEM,2025-08-26 20:38:46.465245
2886,757,CALL002886,2025-09-03 21:38:46.465469,27,2,,1,Outbound,1,SYSTEM,2025-09-03 21:38:46.465469
2887,143,CALL002887,2025-09-01 18:38:46.465652,35,2,,55,Outbound,0,SYSTEM,2025-09-01 18:38:46.465652
2888,1023,CALL002888,2025-09-10 18:38:46.465908,542,1,4.0,35,Outbound,0,SYSTEM,2025-09-10 18:38:46.465908
2889,929,CALL002889,2025-09-14 01:38:46.466117,54,2,,46,Outbound,0,SYSTEM,2025-09-14 01:38:46.466117
2890,361,CALL002890,2025-09-19 19:38:46.466309,56,2,,11,Outbound,0,SYSTEM,2025-09-19 19:38:46.466309
2891,853,CALL002891,2025-08-28 20:38:46.466503,58,3,,45,Outbound,0,SYSTEM,2025-08-28 20:38:46.466503
2892,217,CALL002892,2025-09-15 00:38:46.466730,46,5,,32,Outbound,0,SYSTEM,2025-09-15 00:38:46.466730
2893,1141,CALL002893,2025-09-12 23:38:46.466928,27,2,,26,Outbound,0,SYSTEM,2025-09-12 23:38:46.466928
2894,183,CALL002894,2025-09-05 00:38:46.467310,25,2,,14,Outbound,0,SYSTEM,2025-09-05 00:38:46.467310
2895,488,CALL002895,2025-09-17 19:38:46.467592,436,1,1.0,50,Outbound,1,SYSTEM,2025-09-17 19:38:46.467592
2896,101,CALL002896,2025-08-25 01:38:46.467869,11,3,,45,Outbound,0,SYSTEM,2025-08-25 01:38:46.467869
2897,31,CALL002897,2025-09-20 19:38:46.468071,513,1,3.0,18,Outbound,0,SYSTEM,2025-09-20 19:38:46.468071
2898,828,CALL002898,2025-09-14 01:38:46.468290,762,1,5.0,8,Outbound,0,SYSTEM,2025-09-14 01:38:46.468290
2899,963,CALL002899,2025-08-28 22:38:46.468505,790,1,4.0,10,Outbound,0,SYSTEM,2025-08-28 22:38:46.468505
2900,863,CALL002900,2025-09-12 01:38:46.468761,22,4,,4,Outbound,0,SYSTEM,2025-09-12 01:38:46.468761
2901,531,CALL002901,2025-09-08 01:38:46.468964,524,1,3.0,4,Outbound,0,SYSTEM,2025-09-08 01:38:46.468964
2902,856,CALL002902,2025-09-12 01:38:46.469173,523,1,2.0,28,Outbound,0,SYSTEM,2025-09-12 01:38:46.469173
2903,656,CALL002903,2025-08-27 00:38:46.469399,14,2,,12,Outbound,1,SYSTEM,2025-08-27 00:38:46.469399
2904,1005,CALL002904,2025-09-16 23:38:46.469589,52,2,,9,Inbound,0,SYSTEM,2025-09-16 23:38:46.469589
2905,1026,CALL002905,2025-09-09 17:38:46.469834,30,2,,50,Outbound,0,SYSTEM,2025-09-09 17:38:46.469834
2906,1055,CALL002906,2025-08-26 20:38:46.470024,21,2,,52,Outbound,1,SYSTEM,2025-08-26 20:38:46.470024
2907,62,CALL002907,2025-09-02 21:38:46.470210,771,1,3.0,30,Outbound,1,SYSTEM,2025-09-02 21:38:46.470210
2908,702,CALL002908,2025-09-14 18:38:46.470426,42,3,,27,Outbound,0,SYSTEM,2025-09-14 18:38:46.470426
2909,59,CALL002909,2025-08-31 20:38:46.470609,10,4,,32,Outbound,1,SYSTEM,2025-08-31 20:38:46.470609
2910,98,CALL002910,2025-08-24 21:38:46.470844,199,1,4.0,52,Outbound,1,SYSTEM,2025-08-24 21:38:46.470844
2911,280,CALL002911,2025-08-31 22:38:46.471068,405,1,4.0,13,Outbound,0,SYSTEM,2025-08-31 22:38:46.471068
2912,1197,CALL002912,2025-08-31 20:38:46.471366,37,4,,27,Inbound,0,SYSTEM,2025-08-31 20:38:46.471366
2913,38,CALL002913,2025-09-01 19:38:46.471551,56,2,,10,Outbound,0,SYSTEM,2025-09-01 19:38:46.471551
2914,450,CALL002914,2025-09-04 18:38:46.471780,40,2,,20,Inbound,1,SYSTEM,2025-09-04 18:38:46.471780
2915,458,CALL002915,2025-08-28 22:38:46.471975,298,1,3.0,31,Outbound,0,SYSTEM,2025-08-28 22:38:46.471975
2916,431,CALL002916,2025-08-29 19:38:46.472182,12,2,,21,Outbound,0,SYSTEM,2025-08-29 19:38:46.472182
2917,842,CALL002917,2025-08-24 23:38:46.472374,14,2,,31,Outbound,1,SYSTEM,2025-08-24 23:38:46.472374
2918,713,CALL002918,2025-09-10 18:38:46.472557,35,3,,13,Inbound,0,SYSTEM,2025-09-10 18:38:46.472557
2919,721,CALL002919,2025-08-30 21:38:46.472782,44,2,,47,Outbound,0,SYSTEM,2025-08-30 21:38:46.472782
2920,17,CALL002920,2025-08-26 17:38:46.472979,578,1,1.0,12,Outbound,1,SYSTEM,2025-08-26 17:38:46.472979
2921,1111,CALL002921,2025-09-11 00:38:46.473193,33,4,,32,Outbound,1,SYSTEM,2025-09-11 00:38:46.473193
2922,114,CALL002922,2025-08-27 22:38:46.473392,21,4,,5,Outbound,0,SYSTEM,2025-08-27 22:38:46.473392
2923,594,CALL002923,2025-08-30 21:38:46.473575,10,2,,26,Outbound,1,SYSTEM,2025-08-30 21:38:46.473575
2924,353,CALL002924,2025-09-19 22:38:46.473810,884,1,4.0,20,Outbound,0,SYSTEM,2025-09-19 22:38:46.473810
2925,876,CALL002925,2025-09-05 18:38:46.474022,27,3,,11,Outbound,0,SYSTEM,2025-09-05 18:38:46.474022
2926,1152,CALL002926,2025-09-17 21:38:46.474206,48,2,,39,Outbound,0,SYSTEM,2025-09-17 21:38:46.474206
2927,476,CALL002927,2025-09-14 21:38:46.474402,17,3,,32,Outbound,1,SYSTEM,2025-09-14 21:38:46.474402
2928,276,CALL002928,2025-09-05 00:38:46.474584,54,3,,33,Outbound,1,SYSTEM,2025-09-05 00:38:46.474584
2929,631,CALL002929,2025-08-30 00:38:46.474869,12,4,,54,Outbound,0,SYSTEM,2025-08-30 00:38:46.474869
2930,739,CALL002930,2025-09-11 18:38:46.475063,258,1,4.0,18,Outbound,0,SYSTEM,2025-09-11 18:38:46.475063
2931,15,CALL002931,2025-08-26 23:38:46.475370,673,1,3.0,54,Outbound,0,SYSTEM,2025-08-26 23:38:46.475370
2932,592,CALL002932,2025-09-18 01:38:46.475582,26,3,,12,Outbound,1,SYSTEM,2025-09-18 01:38:46.475582
2933,1196,CALL002933,2025-09-19 21:38:46.475827,24,2,,12,Outbound,0,SYSTEM,2025-09-19 21:38:46.475827
2934,103,CALL002934,2025-09-07 17:38:46.476018,31,2,,31,Outbound,1,SYSTEM,2025-09-07 17:38:46.476018
2935,484,CALL002935,2025-09-08 18:38:46.476203,294,1,1.0,28,Outbound,0,SYSTEM,2025-09-08 18:38:46.476203
2936,612,CALL002936,2025-08-27 00:38:46.476448,12,4,,40,Outbound,0,SYSTEM,2025-08-27 00:38:46.476448
2937,803,CALL002937,2025-08-31 18:38:46.476650,867,1,4.0,11,Outbound,0,SYSTEM,2025-08-31 18:38:46.476650
2938,449,CALL002938,2025-09-10 18:38:46.476915,40,4,,19,Inbound,0,SYSTEM,2025-09-10 18:38:46.476915
2939,135,CALL002939,2025-09-10 00:38:46.477101,15,2,,19,Outbound,0,SYSTEM,2025-09-10 00:38:46.477101
2940,444,CALL002940,2025-09-09 01:38:46.477294,24,2,,16,Outbound,0,SYSTEM,2025-09-09 01:38:46.477294
2941,7,CALL002941,2025-09-11 00:38:46.477491,59,1,4.0,31,Outbound,0,SYSTEM,2025-09-11 00:38:46.477491
2942,94,CALL002942,2025-09-03 20:38:46.477739,34,5,,52,Outbound,1,SYSTEM,2025-09-03 20:38:46.477739
2943,189,CALL002943,2025-09-04 22:38:46.477936,48,2,,13,Outbound,0,SYSTEM,2025-09-04 22:38:46.477936
2944,186,CALL002944,2025-09-20 17:38:46.478119,30,4,,27,Outbound,1,SYSTEM,2025-09-20 17:38:46.478119
2945,918,CALL002945,2025-09-04 00:38:46.478317,49,2,,49,Outbound,0,SYSTEM,2025-09-04 00:38:46.478317
2946,261,CALL002946,2025-08-30 21:38:46.478503,19,3,,35,Outbound,1,SYSTEM,2025-08-30 21:38:46.478503
2947,939,CALL002947,2025-08-27 18:38:46.478732,51,5,,35,Outbound,0,SYSTEM,2025-08-27 18:38:46.478732
2948,698,CALL002948,2025-09-16 21:38:46.478929,45,2,,1,Outbound,0,SYSTEM,2025-09-16 21:38:46.478929
2949,901,CALL002949,2025-09-14 19:38:46.479202,63,1,4.0,44,Outbound,1,SYSTEM,2025-09-14 19:38:46.479202
2950,463,CALL002950,2025-09-17 19:38:46.479437,17,2,,12,Outbound,1,SYSTEM,2025-09-17 19:38:46.479437
2951,1178,CALL002951,2025-09-06 22:38:46.479630,40,3,,25,Outbound,0,SYSTEM,2025-09-06 22:38:46.479630
2952,180,CALL002952,2025-09-19 00:38:46.479876,342,1,2.0,20,Inbound,0,SYSTEM,2025-09-19 00:38:46.479876
2953,153,CALL002953,2025-09-21 18:38:46.480086,11,3,,4,Inbound,0,SYSTEM,2025-09-21 18:38:46.480086
2954,1110,CALL002954,2025-09-11 22:38:46.480279,40,2,,25,Outbound,0,SYSTEM,2025-09-11 22:38:46.480279
2955,958,CALL002955,2025-09-02 23:38:46.480464,23,4,,35,Outbound,0,SYSTEM,2025-09-02 23:38:46.480464
2956,1201,CALL002956,2025-08-29 18:38:46.480647,18,4,,4,Outbound,0,SYSTEM,2025-08-29 18:38:46.480647
2957,402,CALL002957,2025-09-05 19:38:46.480887,29,5,,22,Inbound,0,SYSTEM,2025-09-05 19:38:46.480887
2958,1,CALL002958,2025-09-08 19:38:46.481074,47,4,,41,Outbound,0,SYSTEM,2025-09-08 19:38:46.481074
2959,1044,CALL002959,2025-08-28 21:38:46.481288,57,4,,17,Outbound,0,SYSTEM,2025-08-28 21:38:46.481288
2960,567,CALL002960,2025-09-07 17:38:46.481474,505,1,4.0,20,Outbound,1,SYSTEM,2025-09-07 17:38:46.481474
2961,65,CALL002961,2025-09-17 01:38:46.481739,71,1,1.0,33,Outbound,0,SYSTEM,2025-09-17 01:38:46.481739
2962,319,CALL002962,2025-08-28 20:38:46.481967,16,3,,46,Outbound,0,SYSTEM,2025-08-28 20:38:46.481967
2963,661,CALL002963,2025-08-31 19:38:46.482154,10,2,,12,Outbound,0,SYSTEM,2025-08-31 19:38:46.482154
2964,1061,CALL002964,2025-09-15 01:38:46.482349,19,4,,51,Outbound,0,SYSTEM,2025-09-15 01:38:46.482349
2965,882,CALL002965,2025-09-19 20:38:46.482534,25,2,,15,Outbound,0,SYSTEM,2025-09-19 20:38:46.482534
2966,454,CALL002966,2025-09-19 19:38:46.482761,47,1,4.0,42,Outbound,0,SYSTEM,2025-09-19 19:38:46.482761
2967,1042,CALL002967,2025-09-12 22:38:46.482982,50,2,,51,Outbound,1,SYSTEM,2025-09-12 22:38:46.482982
2968,56,CALL002968,2025-09-01 18:38:46.483248,32,5,,7,Outbound,1,SYSTEM,2025-09-01 18:38:46.483248
2969,906,CALL002969,2025-08-30 18:38:46.483443,15,4,,55,Inbound,0,SYSTEM,2025-08-30 18:38:46.483443
2970,1210,CALL002970,2025-08-30 00:38:46.483638,45,3,,26,Outbound,0,SYSTEM,2025-08-30 00:38:46.483638
2971,729,CALL002971,2025-09-07 00:38:46.483885,45,5,,42,Outbound,1,SYSTEM,2025-09-07 00:38:46.483885
2972,1018,CALL002972,2025-08-31 18:38:46.484073,611,1,1.0,46,Outbound,0,SYSTEM,2025-08-31 18:38:46.484073
2973,75,CALL002973,2025-08-28 19:38:46.484290,33,4,,28,Outbound,0,SYSTEM,2025-08-28 19:38:46.484290
2974,718,CALL002974,2025-09-11 23:38:46.484476,51,2,,18,Inbound,1,SYSTEM,2025-09-11 23:38:46.484476
2975,1009,CALL002975,2025-08-26 00:38:46.484658,41,3,,23,Inbound,0,SYSTEM,2025-08-26 00:38:46.484658
2976,216,CALL002976,2025-09-14 20:38:46.484895,57,5,,12,Inbound,1,SYSTEM,2025-09-14 20:38:46.484895
2977,235,CALL002977,2025-09-03 01:38:46.485081,40,2,,49,Outbound,0,SYSTEM,2025-09-03 01:38:46.485081
2978,644,CALL002978,2025-09-19 21:38:46.485274,33,5,,40,Inbound,0,SYSTEM,2025-09-19 21:38:46.485274
2979,1022,CALL002979,2025-08-28 00:38:46.485461,38,5,,50,Outbound,0,SYSTEM,2025-08-28 00:38:46.485461
2980,371,CALL002980,2025-08-26 19:38:46.485644,47,4,,1,Inbound,1,SYSTEM,2025-08-26 19:38:46.485644
2981,940,CALL002981,2025-09-20 19:38:46.485906,629,1,1.0,7,Outbound,0,SYSTEM,2025-09-20 19:38:46.485906
2982,550,CALL002982,2025-09-05 00:38:46.486115,27,5,,32,Outbound,0,SYSTEM,2025-09-05 00:38:46.486115
2983,62,CALL002983,2025-08-31 20:38:46.486307,23,2,,48,Outbound,0,SYSTEM,2025-08-31 20:38:46.486307
2984,659,CALL002984,2025-09-21 23:38:46.486492,52,5,,30,Outbound,0,SYSTEM,2025-09-21 23:38:46.486492
2985,357,CALL002985,2025-09-01 19:38:46.486717,119,1,5.0,50,Outbound,1,SYSTEM,2025-09-01 19:38:46.486717
2986,1201,CALL002986,2025-09-06 01:38:46.486940,839,1,5.0,9,Outbound,0,SYSTEM,2025-09-06 01:38:46.486940
2987,489,CALL002987,2025-08-26 22:38:46.487216,192,1,3.0,9,Outbound,0,SYSTEM,2025-08-26 22:38:46.487216
2988,161,CALL002988,2025-09-02 01:38:46.487448,27,2,,21,Inbound,0,SYSTEM,2025-09-02 01:38:46.487448
2989,1008,CALL002989,2025-09-17 01:38:46.487633,30,2,,47,Outbound,1,SYSTEM,2025-09-17 01:38:46.487633
